Date,Adj Close
08/07/2016,2129.899902
11/07/2016,2137.159912
12/07/2016,2152.139893
13/07/2016,2152.429932
14/07/2016,2163.75
15/07/2016,2161.73999
18/07/2016,2166.889893
19/07/2016,2163.780029
20/07/2016,2173.02002
21/07/2016,2165.169922
22/07/2016,2175.030029
25/07/2016,2168.47998
26/07/2016,2169.179932
27/07/2016,2166.580078
28/07/2016,2170.060059
29/07/2016,2173.600098
01/08/2016,2170.840088
02/08/2016,2157.030029
03/08/2016,2163.790039
04/08/2016,2164.25
05/08/2016,2182.870117
08/08/2016,2180.889893
09/08/2016,2181.73999
10/08/2016,2175.48999
11/08/2016,2185.790039
12/08/2016,2184.050049
15/08/2016,2190.149902
16/08/2016,2178.149902
17/08/2016,2182.219971
18/08/2016,2187.02002
19/08/2016,2183.870117
22/08/2016,2182.639893
23/08/2016,2186.899902
24/08/2016,2175.439941
25/08/2016,2172.469971
26/08/2016,2169.040039
29/08/2016,2180.379883
30/08/2016,2176.120117
31/08/2016,2170.949951
01/09/2016,2170.860107
02/09/2016,2179.97998
06/09/2016,2186.47998
07/09/2016,2186.159912
08/09/2016,2181.300049
09/09/2016,2127.810059
12/09/2016,2159.040039
13/09/2016,2127.02002
14/09/2016,2125.77002
15/09/2016,2147.26001
16/09/2016,2139.159912
19/09/2016,2139.120117
20/09/2016,2139.76001
21/09/2016,2163.120117
22/09/2016,2177.179932
23/09/2016,2164.689941
26/09/2016,2146.100098
27/09/2016,2159.929932
28/09/2016,2171.370117
29/09/2016,2151.129883
30/09/2016,2168.27002
03/10/2016,2161.199951
04/10/2016,2150.48999
05/10/2016,2159.72998
06/10/2016,2160.77002
07/10/2016,2153.73999
10/10/2016,2163.659912
11/10/2016,2136.72998
12/10/2016,2139.179932
13/10/2016,2132.550049
14/10/2016,2132.97998
17/10/2016,2126.5
18/10/2016,2139.600098
19/10/2016,2144.290039
20/10/2016,2141.340088
21/10/2016,2141.159912
24/10/2016,2151.330078
25/10/2016,2143.159912
26/10/2016,2139.429932
27/10/2016,2133.040039
28/10/2016,2126.409912
31/10/2016,2126.149902
01/11/2016,2111.719971
02/11/2016,2097.939941
03/11/2016,2088.659912
04/11/2016,2085.179932
07/11/2016,2131.52002
08/11/2016,2139.560059
09/11/2016,2163.26001
10/11/2016,2167.47998
11/11/2016,2164.449951
14/11/2016,2164.199951
15/11/2016,2180.389893
16/11/2016,2176.939941
17/11/2016,2187.120117
18/11/2016,2181.899902
21/11/2016,2198.179932
22/11/2016,2202.939941
23/11/2016,2204.719971
25/11/2016,2213.350098
28/11/2016,2201.719971
29/11/2016,2204.659912
30/11/2016,2198.810059
01/12/2016,2191.080078
02/12/2016,2191.949951
05/12/2016,2204.709961
06/12/2016,2212.22998
07/12/2016,2241.350098
08/12/2016,2246.189941
09/12/2016,2259.530029
12/12/2016,2256.959961
13/12/2016,2271.719971
14/12/2016,2253.280029
15/12/2016,2262.030029
16/12/2016,2258.070068
19/12/2016,2262.530029
20/12/2016,2270.76001
21/12/2016,2265.179932
22/12/2016,2260.959961
23/12/2016,2263.790039
27/12/2016,2268.879883
28/12/2016,2249.919922
29/12/2016,2249.26001
30/12/2016,2238.830078
03/01/2017,2257.830078
04/01/2017,2270.75
05/01/2017,2269
06/01/2017,2276.97998
09/01/2017,2268.899902
10/01/2017,2268.899902
11/01/2017,2275.320068
12/01/2017,2270.439941
13/01/2017,2274.639893
17/01/2017,2267.889893
18/01/2017,2271.889893
19/01/2017,2263.689941
20/01/2017,2271.310059
23/01/2017,2265.199951
24/01/2017,2280.070068
25/01/2017,2298.370117
26/01/2017,2296.679932
27/01/2017,2294.689941
30/01/2017,2280.899902
31/01/2017,2278.870117
01/02/2017,2279.550049
02/02/2017,2280.850098
03/02/2017,2297.419922
06/02/2017,2292.560059
07/02/2017,2293.080078
08/02/2017,2294.669922
09/02/2017,2307.870117
10/02/2017,2316.100098
13/02/2017,2328.25
14/02/2017,2337.580078
15/02/2017,2349.25
16/02/2017,2347.219971
17/02/2017,2351.159912
21/02/2017,2365.379883
22/02/2017,2362.820068
23/02/2017,2363.810059
24/02/2017,2367.340088
27/02/2017,2369.75
28/02/2017,2363.639893
01/03/2017,2395.959961
02/03/2017,2381.919922
03/03/2017,2383.120117
06/03/2017,2375.310059
07/03/2017,2368.389893
08/03/2017,2362.97998
09/03/2017,2364.870117
10/03/2017,2372.600098
13/03/2017,2373.469971
14/03/2017,2365.449951
15/03/2017,2385.26001
16/03/2017,2381.379883
17/03/2017,2378.25
20/03/2017,2373.469971
21/03/2017,2344.02002
22/03/2017,2348.449951
23/03/2017,2345.959961
24/03/2017,2343.97998
27/03/2017,2341.590088
28/03/2017,2358.570068
29/03/2017,2361.129883
30/03/2017,2368.060059
31/03/2017,2362.719971
03/04/2017,2358.840088
04/04/2017,2360.159912
05/04/2017,2352.949951
06/04/2017,2357.48999
07/04/2017,2355.540039
10/04/2017,2357.159912
11/04/2017,2353.780029
12/04/2017,2344.929932
13/04/2017,2328.949951
17/04/2017,2349.01001
18/04/2017,2342.189941
19/04/2017,2338.169922
20/04/2017,2355.840088
21/04/2017,2348.689941
24/04/2017,2374.149902
25/04/2017,2388.610107
26/04/2017,2387.449951
27/04/2017,2388.77002
28/04/2017,2384.199951
01/05/2017,2388.330078
02/05/2017,2391.169922
03/05/2017,2388.129883
04/05/2017,2389.52002
05/05/2017,2399.290039
08/05/2017,2399.379883
09/05/2017,2396.919922
10/05/2017,2399.629883
11/05/2017,2394.439941
12/05/2017,2390.899902
15/05/2017,2402.320068
16/05/2017,2400.669922
17/05/2017,2357.030029
18/05/2017,2365.719971
19/05/2017,2381.72998
22/05/2017,2394.02002
23/05/2017,2398.419922
24/05/2017,2404.389893
25/05/2017,2415.070068
26/05/2017,2415.820068
30/05/2017,2412.909912
31/05/2017,2411.800049
01/06/2017,2430.060059
02/06/2017,2439.070068
05/06/2017,2436.100098
06/06/2017,2429.330078
07/06/2017,2433.139893
08/06/2017,2433.790039
09/06/2017,2431.77002
12/06/2017,2429.389893
13/06/2017,2440.350098
14/06/2017,2437.919922
15/06/2017,2432.459961
16/06/2017,2433.149902
19/06/2017,2453.459961
20/06/2017,2437.030029
21/06/2017,2435.610107
22/06/2017,2434.5
23/06/2017,2438.300049
26/06/2017,2439.070068
27/06/2017,2419.379883
28/06/2017,2440.689941
29/06/2017,2419.699951
30/06/2017,2423.409912
03/07/2017,2429.01001
05/07/2017,2432.540039
06/07/2017,2409.75
07/07/2017,2425.179932
10/07/2017,2427.429932
11/07/2017,2425.530029
12/07/2017,2443.25
13/07/2017,2447.830078
14/07/2017,2459.27002
17/07/2017,2459.139893
18/07/2017,2460.610107
19/07/2017,2473.830078
20/07/2017,2473.449951
21/07/2017,2472.540039
24/07/2017,2469.909912
25/07/2017,2477.129883
26/07/2017,2477.830078
27/07/2017,2475.419922
28/07/2017,2472.100098
31/07/2017,2470.300049
01/08/2017,2476.350098
02/08/2017,2477.570068
03/08/2017,2472.159912
04/08/2017,2476.830078
07/08/2017,2480.909912
08/08/2017,2474.919922
09/08/2017,2474.02002
10/08/2017,2438.209961
11/08/2017,2441.320068
14/08/2017,2465.840088
15/08/2017,2464.610107
16/08/2017,2468.110107
17/08/2017,2430.01001
18/08/2017,2425.550049
21/08/2017,2428.370117
22/08/2017,2452.51001
23/08/2017,2444.040039
24/08/2017,2438.969971
25/08/2017,2443.050049
28/08/2017,2444.23999
29/08/2017,2446.300049
30/08/2017,2457.590088
31/08/2017,2471.649902
01/09/2017,2476.550049
05/09/2017,2457.850098
06/09/2017,2465.540039
07/09/2017,2465.100098
08/09/2017,2461.429932
11/09/2017,2488.110107
12/09/2017,2496.47998
13/09/2017,2498.370117
14/09/2017,2495.620117
15/09/2017,2500.22998
18/09/2017,2503.870117
19/09/2017,2506.649902
20/09/2017,2508.23999
21/09/2017,2500.600098
22/09/2017,2502.219971
25/09/2017,2496.659912
26/09/2017,2496.840088
27/09/2017,2507.040039
28/09/2017,2510.060059
29/09/2017,2519.360107
02/10/2017,2529.120117
03/10/2017,2534.580078
04/10/2017,2537.73999
05/10/2017,2552.070068
06/10/2017,2549.330078
09/10/2017,2544.72998
10/10/2017,2550.639893
11/10/2017,2555.23999
12/10/2017,2550.929932
13/10/2017,2553.169922
16/10/2017,2557.639893
17/10/2017,2559.360107
18/10/2017,2561.26001
19/10/2017,2562.100098
20/10/2017,2575.209961
23/10/2017,2564.97998
24/10/2017,2569.129883
25/10/2017,2557.149902
26/10/2017,2560.399902
27/10/2017,2581.070068
30/10/2017,2572.830078
31/10/2017,2575.26001
01/11/2017,2579.360107
02/11/2017,2579.850098
03/11/2017,2587.840088
06/11/2017,2591.129883
07/11/2017,2590.639893
08/11/2017,2594.379883
09/11/2017,2584.620117
10/11/2017,2582.300049
13/11/2017,2584.840088
14/11/2017,2578.870117
15/11/2017,2564.620117
16/11/2017,2585.639893
17/11/2017,2578.850098
20/11/2017,2582.139893
21/11/2017,2599.030029
22/11/2017,2597.080078
24/11/2017,2602.419922
27/11/2017,2601.419922
28/11/2017,2627.040039
29/11/2017,2626.070068
30/11/2017,2647.580078
01/12/2017,2642.219971
04/12/2017,2639.439941
05/12/2017,2629.570068
06/12/2017,2629.27002
07/12/2017,2636.97998
08/12/2017,2651.5
11/12/2017,2659.98999
12/12/2017,2664.110107
13/12/2017,2662.850098
14/12/2017,2652.01001
15/12/2017,2675.810059
18/12/2017,2690.159912
19/12/2017,2681.469971
20/12/2017,2679.25
21/12/2017,2684.570068
22/12/2017,2683.340088
26/12/2017,2680.5
27/12/2017,2682.620117
28/12/2017,2687.540039
29/12/2017,2673.610107
02/01/2018,2695.810059
03/01/2018,2713.060059
04/01/2018,2723.98999
05/01/2018,2743.149902
08/01/2018,2747.709961
09/01/2018,2751.290039
10/01/2018,2748.22998
11/01/2018,2767.560059
12/01/2018,2786.23999
16/01/2018,2776.419922
17/01/2018,2802.560059
18/01/2018,2798.030029
19/01/2018,2810.300049
22/01/2018,2832.969971
23/01/2018,2839.129883
24/01/2018,2837.540039
25/01/2018,2839.25
26/01/2018,2872.870117
29/01/2018,2853.530029
30/01/2018,2822.429932
31/01/2018,2823.810059
01/02/2018,2821.97998
02/02/2018,2762.129883
05/02/2018,2648.939941
06/02/2018,2695.139893
07/02/2018,2681.659912
08/02/2018,2581
09/02/2018,2619.550049
12/02/2018,2656
13/02/2018,2662.939941
14/02/2018,2698.629883
15/02/2018,2731.199951
16/02/2018,2732.219971
20/02/2018,2716.26001
21/02/2018,2701.330078
22/02/2018,2703.959961
23/02/2018,2747.300049
26/02/2018,2779.600098
27/02/2018,2744.280029
28/02/2018,2713.830078
01/03/2018,2677.669922
02/03/2018,2691.25
05/03/2018,2720.939941
06/03/2018,2728.120117
07/03/2018,2726.800049
08/03/2018,2738.969971
09/03/2018,2786.570068
12/03/2018,2783.02002
13/03/2018,2765.310059
14/03/2018,2749.47998
15/03/2018,2747.330078
16/03/2018,2752.01001
19/03/2018,2712.919922
20/03/2018,2716.939941
21/03/2018,2711.929932
22/03/2018,2643.689941
23/03/2018,2588.26001
26/03/2018,2658.550049
27/03/2018,2612.620117
28/03/2018,2605
29/03/2018,2640.870117
02/04/2018,2581.879883
03/04/2018,2614.449951
04/04/2018,2644.689941
05/04/2018,2662.840088
06/04/2018,2604.469971
09/04/2018,2613.159912
10/04/2018,2656.870117
11/04/2018,2642.189941
12/04/2018,2663.98999
13/04/2018,2656.300049
16/04/2018,2677.840088
17/04/2018,2706.389893
18/04/2018,2708.639893
19/04/2018,2693.129883
20/04/2018,2670.139893
23/04/2018,2670.290039
24/04/2018,2634.560059
25/04/2018,2639.399902
26/04/2018,2666.939941
27/04/2018,2669.909912
30/04/2018,2648.050049
01/05/2018,2654.800049
02/05/2018,2635.669922
03/05/2018,2629.72998
04/05/2018,2663.419922
07/05/2018,2672.629883
08/05/2018,2671.919922
09/05/2018,2697.790039
10/05/2018,2723.070068
11/05/2018,2727.719971
14/05/2018,2730.129883
15/05/2018,2711.449951
16/05/2018,2722.459961
17/05/2018,2720.129883
18/05/2018,2712.969971
21/05/2018,2733.01001
22/05/2018,2724.439941
23/05/2018,2733.290039
24/05/2018,2727.76001
25/05/2018,2721.330078
29/05/2018,2689.860107
30/05/2018,2724.01001
31/05/2018,2705.27002
01/06/2018,2734.620117
04/06/2018,2746.870117
05/06/2018,2748.800049
06/06/2018,2772.350098
07/06/2018,2770.370117
08/06/2018,2779.030029
11/06/2018,2782
12/06/2018,2786.850098
13/06/2018,2775.629883
14/06/2018,2782.48999
15/06/2018,2779.659912
18/06/2018,2773.75
19/06/2018,2762.590088
20/06/2018,2767.320068
21/06/2018,2749.76001
22/06/2018,2754.879883
25/06/2018,2717.070068
26/06/2018,2723.060059
27/06/2018,2699.629883
28/06/2018,2716.310059
29/06/2018,2718.370117
02/07/2018,2726.709961
03/07/2018,2713.219971
05/07/2018,2736.610107
06/07/2018,2759.820068
09/07/2018,2784.169922
10/07/2018,2793.840088
11/07/2018,2774.02002
12/07/2018,2798.290039
13/07/2018,2801.310059
16/07/2018,2798.429932
17/07/2018,2809.550049
18/07/2018,2815.620117
19/07/2018,2804.48999
20/07/2018,2801.830078
23/07/2018,2806.97998
24/07/2018,2820.399902
25/07/2018,2846.070068
26/07/2018,2837.439941
27/07/2018,2818.820068
30/07/2018,2802.600098
31/07/2018,2816.290039
01/08/2018,2813.360107
02/08/2018,2827.219971
03/08/2018,2840.350098
06/08/2018,2850.399902
07/08/2018,2858.449951
08/08/2018,2857.699951
09/08/2018,2853.580078
10/08/2018,2833.280029
13/08/2018,2821.929932
14/08/2018,2839.959961
15/08/2018,2818.370117
16/08/2018,2840.689941
17/08/2018,2850.129883
20/08/2018,2857.050049
21/08/2018,2862.959961
22/08/2018,2861.820068
23/08/2018,2856.97998
24/08/2018,2874.689941
27/08/2018,2896.73999
28/08/2018,2897.52002
29/08/2018,2914.040039
30/08/2018,2901.129883
31/08/2018,2901.52002
04/09/2018,2896.719971
05/09/2018,2888.600098
06/09/2018,2878.050049
07/09/2018,2871.679932
10/09/2018,2877.129883
11/09/2018,2887.889893
12/09/2018,2888.919922
13/09/2018,2904.179932
14/09/2018,2904.97998
17/09/2018,2888.800049
18/09/2018,2904.310059
19/09/2018,2907.949951
20/09/2018,2930.75
21/09/2018,2929.669922
24/09/2018,2919.370117
25/09/2018,2915.560059
26/09/2018,2905.969971
27/09/2018,2914
28/09/2018,2913.97998
01/10/2018,2924.590088
02/10/2018,2923.429932
03/10/2018,2925.51001
04/10/2018,2901.610107
05/10/2018,2885.570068
08/10/2018,2884.429932
09/10/2018,2880.340088
10/10/2018,2785.679932
11/10/2018,2728.370117
12/10/2018,2767.129883
15/10/2018,2750.790039
16/10/2018,2809.919922
17/10/2018,2809.209961
18/10/2018,2768.780029
19/10/2018,2767.780029
22/10/2018,2755.879883
23/10/2018,2740.689941
24/10/2018,2656.100098
25/10/2018,2705.570068
26/10/2018,2658.689941
29/10/2018,2641.25
30/10/2018,2682.629883
31/10/2018,2711.73999
01/11/2018,2740.370117
02/11/2018,2723.060059
05/11/2018,2738.310059
06/11/2018,2755.449951
07/11/2018,2813.889893
08/11/2018,2806.830078
09/11/2018,2781.01001
12/11/2018,2726.219971
13/11/2018,2722.179932
14/11/2018,2701.580078
15/11/2018,2730.199951
16/11/2018,2736.27002
19/11/2018,2690.72998
20/11/2018,2641.889893
21/11/2018,2649.929932
23/11/2018,2632.560059
26/11/2018,2673.449951
27/11/2018,2682.169922
28/11/2018,2743.790039
29/11/2018,2737.800049
30/11/2018,2760.169922
03/12/2018,2790.370117
04/12/2018,2700.060059
06/12/2018,2695.949951
07/12/2018,2633.080078
10/12/2018,2637.719971
11/12/2018,2636.780029
12/12/2018,2651.070068
13/12/2018,2650.540039
14/12/2018,2599.949951
17/12/2018,2545.939941
18/12/2018,2546.159912
19/12/2018,2506.959961
20/12/2018,2467.419922
21/12/2018,2416.620117
24/12/2018,2351.100098
26/12/2018,2467.699951
27/12/2018,2488.830078
28/12/2018,2485.73999
31/12/2018,2506.850098
